comment,label
maganda yung product well packag sya bought extra phone lola hehe dun lang kasya yung nyang sim nung joke lang yung camera nung binuksan sya lagyan batteri eh mukhang fake legit sya sobrang worth hehe,2
good sakto oxva xlim se excel qualiti product sana madal masunog good naman yung cartridg sakto,2
receiv item good condit beauti cute connect phone accommod deliveri man,2
item deliv ina time manner sturdi eleg tingnan worn sobrang ganda hope mgtagal sha,2
featur speak perform well nice packag nice damag tsaka maganda yung product buy futur,2
favorit relx pod fast ship legit yung pod ata yung pinaka murang nagbebenta relx legit,2
great great,2
valu money worth suitabl air pod pro food reciev item good condit fit air pod pro hope use longer,2
ok look good look good sira parcel kase yupi box peru maayo pagkabalot item legit shop super happi daughter naexperi auto restart unit per research call boot loop sana masolv diy maganda unit,2
qualiti good price look sturdi item deliv time even though ship oversea,2
good leak ok mabili deliveri well packag ung item bukod individu packag n seal nilagay p plastic ok sya parang masyafo magasto plastic,2
maganda po sya worth mahihirapan lang set connect phone pag aralan nyolang download lang fitpro app pwede rin naman scan yung qr code charg nyo muna pag receiv nyo connect nyo phone maganda afford price,2
good batteri life four rear camera back side bodi mp f standard wide mp f degre ultrawid mp f macro mp f depth field look expens order receiv bought look great decent featur low price expect much high standard also phone work g much,2
hope one gud qualiti work well legit,2
good valu money good good product good deliveri week ahead good problem cant use strap thought theyr model,2
good best best qualiti watch band soft watch qualiti good line propaganda mani function game interest three button left shortcut command movement mode watch satisfi recommend friend,2
valu money work well maganda yung product sakto gumagana sya medyo mabili magcharg sana lang masira agad yung packag also good mabili ship natagalan lang courier shope mura yung product respons recommend shop order deliveri packag,2
nice qualiti product recommend item complet arriv order need,2
complet x radio x antenna x batteri x screw clip x charger plastic build solid test rang use around hous overal good product,2
good color grip maganda compar k ma bulki pwede bet yung textur nya airi yung hipak,2
okay namn good bagay skin nakakaputi lalo,2
valu money good good ipinili red dumat white pink,2
third order still satisfi buyer nice packag respons qualiti product nagkasabay dumat yung second third order,2
ganda ayo yung packag safe safe yung item bili ship kht gale ibang qualiti yung item,2
good smooth watchfac conveni especi ayaw mo gamitin phone walk problem lang siguro nakalagay instruct volum adjust pag nakinig music mafigur wala talaga yung function even still maganda realli great qualiti price colmi,2
nice fast transact hehe,2
valu money price cheap item job right qualiti great love screen protector easi instal,2
da best geekbar legit po maam trust receiv well damag complet order,2
valu money worth realli like lng kasya yung case kase yung iwatch sabi mm bumili ulit bsuper yung textur yung qualiti want order,2
valu money worth ganda po item,2
item order arriv complet pretti high qualiti got peso look sturdi easi attach detach velcro realli strong use gym bike definit buy,2
ganda valu money afford color ganda realist nd order never disappoint qualiti wise afford,2
got recommend order soon receiv complet item deliv time excel qualiti,2
reciev item earlier expect date packag great bubbl wrap qualiti item excel ireal love plan order much high recommend shop much,2
ok hope maglast matag watch work fine far lang magal maglagay film silicon case sakto huhuhu see photo sayang edit chang star okay naman yung watch far lang lang keep get disconnect phone rin narerecord tapo hirap magreconnect also record sleep pattern yet day use,2
love color,2
valu money percent sturdi makunat yung strap haha smooth madula nung orign strap maganda film case work padin touch screen,2
well packag ship immedi bought togeth match purpl strap match sad anyway qualiti good,2
good simpl easi use good well pack seal complet legit also sent pictur ship order worth good servic keep recommend shop,2
relat thick strap comfort wear look good feel comfort wear go repair shop add hole fit hand good adjust abl get fix hope last long hold well,2
repurchas product good qualiti item packag well order black rose gold rose gold color look pink rose gold person cute nonetheless serv purpos,2
okay naman siguro nakuha nag order comment naman high spec maganda camera good qualiti naman,2
good awesom amaz super gandaaa nya super satisfi nung nalasap yung flavor hahaha also nice humipak friend like recommend zya kaniya hahaha,2
good qualiti yung end lang parang lang nadikit maayo maganda naman wala damag,2
ok ok ok naman mejo masikip lang relx phantom ndi ganun kalasa yung juic ok sakto lang tagal deliveri narin damag yung item,2
valu money realli goe well aw midnight variant magnet realli strong,2
maram oven mall bili ship kahapon omoord kinabukasan agad dumat legit wala namn sobra box susunod ulit,2
excel good excel excel qualiti,2
okay ganda valu money mura qualiti ayo ayo kasya appl watch mm saktong sakto lang sukat mapprotektahan gasga,2
good perform receiv call text fb notif play music game though touch screen fast connect good qualiti price charger cord includ must buy separ adapt head charg vibrat notif play music phone instal easi follow instruct good buy,2
valu money order soon pag nasira strap feel matatagalan mukhang matibay naman strap worth buy,2
valu money lagpa good maganda,2
case order strap kaso lang pinadala tsk recommend,2
come good solid sya gud friend defect satisfi purchas hehh great transact,2
aspeto mabuti custom servic mabuti produkto nakaimpak rin pinsala serbisyo maganda camera malinaw kalidad maganda mirror screen maliwanag halaga pera bata nagugustuhan nito naglalaro buong araw,2
five star product item arriv said deliveri time secur well packag qualiti nice recommend,2
grabe tong shop nato ah legit bozz ah tama ung order q palagi leak ung bote pang order nato wala pang sablay gun salut sayo bozz suki mo talaga otoy magsisisi oorderin nyo wlang iiyak mbuhay hop yumaman peac,2
watch perfect batteri life long messag push good show unlik super cheap smart watch bought charger also great alreadi think buy anoth color,2
receiv product fast deliveri like much photo clear video clear game play smooth clear sound play social medium smooth devic ok problem get free item like product definit new one,2
excel good good item receiv problem defect work well henc recommend buy shop well price cheap shope,2
good valu money worth receiv correct color price worth cheap yet nice item high recommend,2
okay wala okay yun charger port klawang kasamang adaptor featur torch wala naman good spare phone far way slamat,2
much,2
price satisfi game gb alright pictur taken also alright standard order april receiv parcel xiomi shope,2
good good happi smart watch shope deliveri driver order,2
nice valu money good best fast deliveri beauti perfect fix seri much best shop buy item,2
order dumat pm hapon tanza cavit locat day exact dumat okay naman understand mainland sobrang ganda item dream come trueee hihi christma gift nag dalawang isip umord accredit g,2
valu money worth nice protect case naka attach bracelet lng talaga umoord case bracelet etc pag date smart watch never tlga nabigo shop oversea bili dumat ta accommod c pinaka maganda dun maayo packag safe tlga yung parcel much,2
good new featur good receiv item week okay naman like color excep case hapit tight yung devic sobrang loo lang need alalayan far good price,2
masarap talga juic nla mgsasawang umord sana mgbago qualiti mbili deliveri mabait c actual umord ulit next week order,2
poor poor poor set time sya kumoconnect fitpro app palagi lang devic disconnect,2
clear sound first time buy bluetooth headset lol ask friend make one work nice though coz batteri life headset display phone,2
long batteri life featur best use product realli like serv purpos well,2
super smooth phone bili shipment day order yun yung araw naship dumat agad bahay day,2
item ship immedi arriv ahead target date proper wrap receiv prime condit item fulli function daughter love,2
good good good nice gustohan pamangkin,2
best best best im happi receiv order fast deliveri cebu citi arriv complet receipt attach box,2
nice product valu money nice qualiti price nice qualiti nice qualiti price,2
qualiti good magnet strong enough stick hold wrist see lang sya medyo manipi compar overal good,2
work perfect condit perfect arriv damag bit hesit order onlin glad custom servic excel prioriti shipment high valu smooth transact,2
good good good bili kahapon lang inord dumat agad freebi selfi stick phonecas super nice camera sulit sulit price nya k lang,2
valu money shope realli like item receiv item earlier expect know oversea hope last long,2
amaz great design ganda nya nagustuhan naman sister inord wala naman syang negat comment ginamit naman nya iphon se sya guess pasado ganda back design nya shope realm kuya spx deliveri god bless prais lord jc forev amen,2
look like wine red like dark brown fit naman husband appl watch kaso yung length sakto forgot indic habaan length ok kasya naman sakto lang,2
good good good ganda lalo yung green sana tumag gaya origin strap choic color maram,2
recommend fail sayang lang pera q nagana naman iset tamang os tapong yung wala talaga nagana nakakadisapoint talaga,0
